 NUMBER     AGNF50_AGN
      J              E
                      
 202984           NULL
 202995           NULL
 203048           NULL
 203085           NULL
 203158           NULL
 203221           NULL
 203341           NULL
 203403           NULL
 203419           NULL
 203475           NULL
 203479           NULL
 203490           NULL
 203519           NULL
 203533           NULL
 203572           NULL
 203690           NULL
 203759           NULL
 203791           NULL
 203807           NULL
 203813           NULL
 203953           NULL
 204068           NULL
 204082           NULL
 204095           NULL
 204143           NULL
 204166           NULL
 204204           NULL
 204218           NULL
 204326           NULL
 204337           NULL
 204377           NULL
 204449           NULL
 204463           NULL
 204483           NULL
 204499           NULL
 204581           NULL
 204623           NULL
 204636           NULL
 204665           NULL
 204686           NULL
 204693           NULL
 204741           NULL
 204814           NULL
 204844           NULL
 204915           NULL
 205007           NULL
 205032           NULL
 205056           NULL
 205066           NULL
 205084           NULL
 205092           NULL
 205154           NULL
 205156           NULL
 205163           NULL
 205186           NULL
 205194           NULL
 205235           NULL
 205253           NULL
 205280           NULL
 205286           NULL
 205303           NULL
 205312           NULL
 205329           NULL
 205359           NULL
 205373           NULL
 205412           NULL
 205434           NULL
 205447           NULL
 205469           NULL
 205536           NULL
 205558           NULL
 205602           NULL
 205610           NULL
 205670           NULL
 205753           NULL
 205798           NULL
 205826           NULL
 205888           NULL
 205954           NULL
 205980           NULL
 205981           NULL
 206024           NULL
 206060           NULL
 206103           NULL
 206113           NULL
 206179           NULL
 206204           NULL
 206226           NULL
 206230           NULL
 206256           NULL
 206265           NULL
 206305           NULL
 206351           NULL
 206369           NULL
 206404           NULL
 206450           NULL
 206463           NULL
 206496           NULL
 206497           NULL
 206533           NULL
 206543           NULL
 206548           NULL
 206551           NULL
 206553           NULL
 206575           NULL
 206597           NULL
 206618           NULL
 206644           NULL
 206662           NULL
 206675           NULL
 206699           NULL
 206701           NULL
 206738           NULL
 206739           NULL
 206749           NULL
 206837           NULL
 206840           NULL
 206901           NULL
 206947           NULL
 206951           NULL
 206974           NULL
 207022           NULL
 207056           NULL
 207086           NULL
 207094           NULL
 207157           NULL
 207211           NULL
 207220           NULL
 207288           NULL
 207334           NULL
 207343           NULL
 207389           NULL
